,product,class,code,name,image,price
148,CF03,닭발,CF,무뼈닭발 200G/국산  BOX (50),http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2024/08/14/223//2024081413190507a231f56aba4336be39cffcba9faf3b_98v7.jpg,"175,000원"
149,CF04,닭발,CF,무뼈닭발 900G/국산,http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2024/01/02/733//2024010209164588be4f54c2a84d119f11100e7d1f40e1_czdn.jpg,"13,500원"
150,BF00,우육전각,BF,우육전각/불고기(냉동) 1KG/호주,http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2021/02/10/338//2021021013450022dee040cef04cfc9a71d4aca1d9ce37_wmh9.jpg,"14,500원"
151,BF01,우육전각,BF,우육전각/국거리(냉동) 1KG/호주,http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2021/02/10/108//20210210134735c136a1915ecb43d08e98b830b3b14ec3_o2zw.jpg,"14,500원"
152,BF02,우육전각,BF,우육전각/불고기(냉동) 100G/호주,http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2021/03/25/095//2021032512204065b684fa1ed1467a85cc5aae86bb3417_zhcu.jpg,"1,450원"
153,BF03,우육전각,BF,우육전각/국거리(냉동) 100G/호주,http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2021/03/25/226//20210325121215ebf61e463e794b33bba736de388da595_mac1.jpg,"1,450원"
154,BF04,우육전각,BF,우육전각/냉동다짐육 400G/호주,http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2021/02/18/873//2021021809321549961471aa6c4376a11813189ee75933_ho2l.jpg,"5,800원"
155,MK00,고등어,MK,유동고등어통조림 400G/유성물산교역(주),http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2025/03/12/217//2025031210270011f2c5a051e3409bbdacc34dc53b5d39_8s33.jpg,"2,900원"
156,MK01,고등어,MK,냉동고등어 10KG,http://jangfood1.hgodo.com/shop/external/fix/img/food/sub05/01//20190430103503c3fd79a4f23b4c62a39b5a4df921d97d_xts9.jpg,"48,000원"
157,MK02,고등어,MK,손질고등어(조림용) 1kg/해조은,http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2020/01/31/043//202001310922257753d44809f942ff9e6d50825cecf0ee_zz4i.jpg,"6,150원"
158,MK03,고등어,MK,손질고등어(조림용) 1kg/해조은  BOX (12),http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2024/08/14/946//20240814143925b4123bbc9bbe4c528a7b9b610e5a9bba_fw26.jpg,"69,000원"
159,MK04,고등어,MK,순살고등어 1KG,http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2023/08/09/548//20230809084440573663fa32a54cc6badf35de9da9c69d_shc8.jpg,"13,500원"
160,PO00,명태,PO,동태(8통) 21.5KG,http://jangfood1.hgodo.com/shop/external/fix/img/food/sub05/01//20190430103828503cbc79bbe244e28a0a8909a0c5fba6_bnr3.jpg,"52,000원"
161,PO01,명태,PO,동태절단 1KG,http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2022/07/02/948//202207020909353a8e119d8bcd4f8e9d509f06efa2ab73_ok4v.jpg,"5,100원"
162,PO02,명태,PO,동태절단 1KG  BOX (10),http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2023/02/13/522//2023021316491557b93872e483422ba5c85fd5b9c00059_qlq2.jpg,"47,700원"
163,PO03,명태,PO,동태절단 5KG,http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2022/07/02/767//20220702091035859dd22becd24f468f940631b3fe0daf_jjds.jpg,"21,800원"
164,PO04,명태,PO,동태절단 5KG  BOX (2),http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2023/02/13/712//2023021307352056996d14b74a4461b1c8dadf25ccfbe0_srr2.jpg,"40,400원"
165,YC00,조기,YC,손질조기(P) 1미/브라질,http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2024/07/31/075//2024073113010026c0d69f833d4441a931e1c7ba161c31_99a3.jpg,"7,900원"
166,YC01,조기,YC,백조기 10미/국산,http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2024/02/15/169//20240215125150311b188f63334c5297356c5854d97cae_6rbv.jpg,"9,900원"
167,YC02,조기,YC,백조기 10미/국산  BOX (10),http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2024/02/15/687//20240215125145d2ffeb93756346da875aa1da4e176821_b9f2.jpg,"93,000원"
168,YC03,조기,YC,민어조기(가이석태) 10미,http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2024/01/30/078//20240130150105e38bd54a1bab4bc5b13e09cb3af70e40_qinq.jpg,"12,900원"
169,YC04,조기,YC,민어조기(가이석태) 10미  BOX (5),http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2024/01/30/380//20240130131155355c1e98da584676a0f2049b7bd6a8d4_geru.jpg,"59,500원"
170,SH00,새우,SH,두절새우(대) 800G/(주)고려코퍼레이션,http://jangfood1.hgodo.com/shop/external/fix/img/food/sub05/02//20190430103938871fe765c00b4677b335bfa63f43ae30_edfh.jpg,"28,800원"
171,SH01,새우,SH,보리새우 400G/진미식품(주),http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2025/03/06/522//202503060925004064912e6d4942debbe32c941fb9d85a_lp9u.jpg,"7,300원"
172,SH02,새우,SH,건새우 300G/국산,http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2023/02/22/823//2023022214551072dedac383694982a8620e66a5dee47b_9ewu.jpg,"6,300원"
173,SH03,새우,SH,수염새우 150G/진미식품(주),http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2022/03/22/235//20220322154635424354bdff8c43e6b2b5d400a7890aaf_he9p.jpg,"4,300원"
174,SH04,새우,SH,수염새우 400G/진미식품(주),http://jangfood1.hgodo.com/shop/external/fix/img/food/sub05/02//20190430105411a9b0735276f94832b3d35314e178b83c_fndo.jpg,"9,800원"
175,SQ00,오징어,SQ,불고기맛버터구이 30G/한양,http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2024/07/29/408//20240729150700be830ad91682460bb59ceafd60055dea_45oj.jpg,"4,000원"
176,SQ01,오징어,SQ,선동오징어 2미/국산,http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2024/08/02/411//202408021326002863a76f18da4e34bdc7dbfdd9184a53_fh1l.jpg,"18,500원"
177,SQ02,오징어,SQ,선동오징어 2미/국산  BOX (10),http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2024/08/02/629//20240802132700bad7f910bf8942ef8971b38f8ff6d18e_pvlc.jpg,"174,800원"
178,SQ03,오징어,SQ,오징어(L) 2미,http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2025/04/16/570//202504161226257bcdc517cc844fa08025be19b30d41cd_osmn.jpg,"17,700원"
179,SQ04,오징어,SQ,오징어(L) 2미  BOX (10),http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2025/04/16/726//20250416122805ef5f8768b37941f597a47526bc1ffa79_mi1o.jpg,"164,500원"
180,AC00,멸치,AC,다시멸치 130G,http://jangfood1.hgodo.com/shop/external/fix/img/food/sub05/02//2019043010354651bbf8e7189741c7ab33d8a24c630aab_xpud.jpg,"3,600원"
181,AC01,멸치,AC,다시멸치 350G,http://jangfood1.hgodo.com/shop/external/fix/img/food/sub05/02//2019043010354828755a7b7375405c87dd606f0a57dac8_xu2b.jpg,"7,600원"
182,AC02,멸치,AC,지리멸치 1.5KG/국산,http://jangfood1.hgodo.com/shop/external/fix/img/food/sub05/01//201904301110368827b9d071c04b2c962b532278b408db_zwgf.jpg,"29,500원"
183,AC03,멸치,AC,가이리멸치(상) 1.5KG/국산,http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2019/06/13/472//201906131619400193d1d2a99c4492ad0f3b0f2dcbf4c7_6m63.jpg,"28,000원"
184,AC04,멸치,AC,가이리멸치 400G,http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2024/08/05/209//202408051023255133cfca606f4e5184db64d7309edb5d_p3xm.jpg,"12,900원"
185,SO00,낙지,SO,오돌낙지(200-300) 850G,http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2019/07/08/687//20190708081150d9b8c22712db484cb6550d0ade66825f_ykkw.jpg,"10,700원"
186,SO01,낙지,SO,오돌낙지(200-300) 850G  BOX (6),http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2023/02/11/155//202302111345101e53df9abb4344aebeca7dc1f70983fb_mj33.jpg,"60,000원"
187,SO02,낙지,SO,오돌낙지(300UP) 830G,http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2025/05/09/646//2025050913513512252f9b412245058b580e2489c08ce7_ocmz.jpg,"10,700원"
188,SO03,낙지,SO,오돌낙지(300UP) 830G  BOX (6),http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2025/05/09/195//2025050913541026c9327d281c4dc5a026866803d38f4e_ikvl.jpg,"60,000원"
189,SO04,낙지,SO,절단낙지(M) 500G/인도네시아산,http://jangfood1.hgodo.com/shop/external/fix/img/food/sub05/01//20190430110716c11ff551d2c34e0faa59e5f090ef6705_r2gb.jpg,"6,200원"
190,SC00,가리비,SC,반가리비 180G/중국,http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2020/12/02/316//20201202130435806e68d724b54af7a18f2aa3d9376ad7_xi6a.jpg,"1,750원"
191,SC01,가리비,SC,반가리비 180G/중국  BOX (10),http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2020/12/04/243//20201204084540022aa95e80a44fe5ab9238faa06222f5_6xdb.jpg,"16,300원"
192,SC02,가리비,SC,냉동자숙가리비살(과세) 1KG,http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2024/05/10/124//202405101308052c1bf096f0394818b60836ce896618e5_k65l.jpg,"6,200원"
193,SC03,가리비,SC,냉동자숙가리비살(과세) 1KG  BOX (10),http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2024/05/10/088//202405101309505cbf327d03274ee1b7dc24b7b574f480_vkue.jpg,"58,300원"
194,SC04,가리비,SC,냉동가리비관자살 500G/중국,http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2024/03/26/594//20240326124050e13101b71a304d32ba3f6eca941b81c8_1uen.jpg,"7,500원"
195,WK00,골뱅이,WK,자연산골뱅이 400G/동원,http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2023/05/19/843//20230519103500583d7cd9dfde4843bbbed2da35908751_9ljr.jpg,"7,500원"
196,WK01,골뱅이,WK,자연산골뱅이 230G/동원,http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2019/10/12/654//201910120840450a8c98c78e6c4003bb74c5860aa5395d_ceal.jpg,"7,700원"
197,WK02,골뱅이,WK,유동자연산골뱅이 140G/유성물산교역(주),http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2024/07/02/477//20240702101225382ce71159f7410e9d9f3781e3d80f63_ahz7.jpg,"4,100원"
198,WK03,골뱅이,WK,유동자연산골뱅이 400G/유성물산교역(주),http://jangfood1.hgodo.com/shop/external/fix/img/processed_food/sub06/01//2019043011092559c0fd7e6393460d94bcaab121284f0c_e8u3.jpg,"11,200원"
